start_node_name,start_node_id,end_node_name,end_node_id,relationship_type,label
科大讯飞,308,辉隆股份,1186,cooperate,1
科大讯飞,308,致远互联,991,cooperate,1
科大讯飞,308,辰安科技,1902,cooperate,1
苏州高新,2259,上海机场,179,cooperate,1
新宙邦,2400,江海股份,3723,cooperate,1
法本信息,1975,瑞芯微,2061,cooperate,1
瑞芯微,2061,法本信息,1975,cooperate,1
正泰电器,2014,温州宏丰,2047,cooperate,1
视源股份,2152,中科创达,722,cooperate,1
上汽集团,3666,国新能源,3304,cooperate,1
上汽集团,3666,华域汽车,2481,cooperate,1
国机汽车,2071,国新能源,3304,cooperate,1
海尔智家,2822,科大讯飞,308,cooperate,1
永清环保,2744,尔康制药,2621,cooperate,1
豫光金铅,1022,瑞茂通,3036,cooperate,1
完美世界,1457,电魂网络,1010,cooperate,1
中工国际,1173,深圳机场,416,cooperate,1
江苏雷利,2526,三花智控,2932,cooperate,1
容知日新,1002,中兴通讯,2082,cooperate,1
海立股份,3791,海尔智家,2822,cooperate,1
海通证券,2656,兴业银行,1866,cooperate,1
海通证券,2656,工商银行,1134,cooperate,1
瑞斯康达,2217,中国电信,217,cooperate,1
北新建材,1612,中国建筑,2185,cooperate,1
北新建材,1612,上海建工,2995,cooperate,1
每日互动,3051,比亚迪,1600,cooperate,1
中环环保,2472,全柴动力,3535,cooperate,1
新洋丰,2985,辉隆股份,1186,cooperate,1
九典制药,2125,药易购,1877,cooperate,1
浙能电力,672,中国广核,2088,cooperate,1
远达环保,2896,上海电力,3538,cooperate,1
华依科技,1503,科威尔,1895,cooperate,1
华钰矿业,591,鹏辉能源,1638,cooperate,1
海得控制,1529,智慧能源,3626,cooperate,1
合金投资,3430,广汇能源,2183,cooperate,1
中国海诚,1195,冠豪高新,1835,cooperate,1
上海建工,2995,华建集团,60,cooperate,1
中集集团,2341,智慧能源,3626,cooperate,1
锦富技术,1727,通威股份,2045,cooperate,1
宗申动力,1532,伊之密,3242,cooperate,1
创业慧康,2425,深信服,854,cooperate,1
农业银行,2914,TCL集团,930,cooperate,1
金证股份,104,中信建投,2020,cooperate,1
神思电子,3762,智慧能源,3626,cooperate,1
联美控股,1647,智慧能源,3626,cooperate,1
瀚川智能,2999,四川成渝,17,cooperate,1
和邦生物,1512,中来股份,1703,cooperate,1
华源控股,3686,智慧能源,3626,cooperate,1
东风汽车,3116,中兴通讯,2082,cooperate,1
和而泰,1859,英威腾,2905,cooperate,1
恒源煤电,2910,皖能电力,2304,cooperate,1
中望软件,142,苏交科,981,cooperate,1
龙建股份,644,中国建筑,2185,cooperate,1
市北高新,2539,国泰君安,3285,cooperate,1
洋河股份,1554,亿嘉和,988,cooperate,1
英特集团,134,瑞康医药,2753,cooperate,1
杰瑞股份,2287,中国石油,781,cooperate,1
美亚光电,352,中国电信,217,cooperate,1
迪瑞医疗,297,利德曼,696,cooperate,1
海南高速,2446,上海建工,2995,cooperate,1
文科园林,3327,园林股份,1905,cooperate,1
亚通股份,2811,光弘科技,2344,cooperate,1
新和成,3572,中国石化,2840,cooperate,1
共同药业,2723,华海药业,400,cooperate,1
口子窖,2888,用友网络,3642,cooperate,1
小商品城,3408,外高桥,694,cooperate,1
佛山照明,1179,外高桥,694,cooperate,1
宝胜股份,3131,海康威视,2502,cooperate,1
东旭蓝天,3373,智慧能源,3626,cooperate,1
比亚迪,1600,欣旺达,2418,cooperate,1
天合光能,982,智慧能源,3626,cooperate,1
中国黄金,720,电工合金,494,cooperate,1
杭氧股份,1705,天赐材料,2291,cooperate,1
福昕软件,3779,北信源,251,cooperate,1
倍杰特,3483,西藏矿业,2247,cooperate,1
西藏矿业,2247,倍杰特,3483,cooperate,1
美克家居,2491,美凯龙,252,cooperate,1
泰山石油,420,中国石化,2840,cooperate,1
长安汽车,783,汇川技术,3495,cooperate,1
恺英网络,787,世纪华通,2168,cooperate,1
上海电气,3737,交通银行,2665,cooperate,1
陆家嘴,700,浦东建设,1709,cooperate,1
陆家嘴,700,中国人寿,3498,cooperate,1
北新建材,1612,中国电建,15,cooperate,1
中国电建,15,北新建材,1612,cooperate,1
中国电建,15,铁建重工,22,cooperate,1
中材科技,2354,连云港,3941,cooperate,1
宝塔实业,3356,大秦铁路,3377,cooperate,1
中大力德,973,华西股份,1217,cooperate,1
首都在线,3170,拓尔思,1968,cooperate,1
致远互联,991,天山股份,1732,cooperate,1
致远互联,991,西部超导,2774,cooperate,1
中国人寿,3498,陆家嘴,700,cooperate,1
当虹科技,770,科大讯飞,308,cooperate,1
新华医疗,1238,新华联,699,cooperate,1
斯达半导,1379,长安汽车,783,cooperate,1
川投能源,3085,葛洲坝,756,cooperate,1
兴发集团,96,中国化学,2871,cooperate,1
中国建筑,2185,智慧能源,3626,cooperate,1
中材节能,2096,北新建材,1612,cooperate,1
迈信林,234,建研院,2971,cooperate,1
威胜信息,915,智慧能源,3626,cooperate,1
普洛药业,972,泽璟制药,3508,cooperate,1
广汇汽车,1788,工商银行,1134,cooperate,1
金证股份,104,招商证券,630,cooperate,1
铁建重工,22,四川路桥,3687,cooperate,1
天奇股份,1143,富奥股份,1569,cooperate,1
美的集团,2444,中国联通,707,cooperate,1
交通银行,2665,科大讯飞,308,cooperate,1
中信出版,697,中信证券,3564,cooperate,1
安达维尔,3159,天津港,530,cooperate,1
天宸股份,1434,普利特,32,cooperate,1
万马股份,2437,中国石化,2840,cooperate,1
万马股份,2437,上海石化,817,cooperate,1
测绘股份,2017,苏交科,981,cooperate,1
岭南股份,3166,中山公用,52,cooperate,1
广汽集团,1853,测绘股份,2017,cooperate,1
福然德,2213,中国电信,217,cooperate,1
中金公司,3854,国泰君安,3285,cooperate,1
燕京啤酒,840,用友网络,3642,cooperate,1
华胜天成,1807,拓尔思,1968,cooperate,1
智慧能源,3626,中电兴发,2298,cooperate,1
中远海能,1382,中国船舶,2346,cooperate,1
东华测试,44,中国船舶,2346,cooperate,1
平安银行,79,山东黄金,3010,cooperate,1
大禹节水,1958,碧水源,2376,cooperate,1
弘业股份,1856,江苏舜天,3223,cooperate,1
双良节能,2019,龙净环保,626,cooperate,1
众业达,2614,碧水源,2376,cooperate,1
中国银行,561,农业银行,2914,cooperate,1
联创互联,2846,新华联,699,cooperate,1
科恒股份,1722,宁德时代,743,cooperate,1
怡亚通,676,兄弟科技,2904,cooperate,1
华天酒店,80,现代投资,1681,cooperate,1
金诚信,2507,赤峰黄金,3247,cooperate,1
斯莱克,3541,乐惠国际,25,cooperate,1
金盘科技,2787,智慧能源,3626,cooperate,1
海油工程,1656,中国石油,781,cooperate,1
中国重汽,3965,比亚迪,1600,cooperate,1
东杰智能,2924,麦格米特,2351,cooperate,1
碧水源,2376,大禹节水,1958,cooperate,1
华大基因,12,中国联通,707,cooperate,1
星云股份,471,智慧能源,3626,cooperate,1
东方通,1608,宝兰德,551,cooperate,1
辉隆股份,1186,中国石化,2840,cooperate,1
四川长虹,2270,长虹美菱,1689,cooperate,1
华鹏飞,3750,汉得信息,810,cooperate,1
美锦能源,27,连云港,3941,cooperate,1
苏交科,981,中望软件,142,cooperate,1
富奥股份,1569,天奇股份,1143,cooperate,1
鹏辉能源,1638,智慧能源,3626,cooperate,1
东方电气,951,中国核电,2073,cooperate,1
天赐材料,2291,新宙邦,2400,cooperate,1
明阳智能,1776,双良节能,2019,cooperate,1
立讯精密,2979,广汽集团,1853,cooperate,1
赛腾股份,1170,立讯精密,2979,cooperate,1
世名科技,1827,贝通信,3214,cooperate,1
致远互联,991,燕京啤酒,840,cooperate,1
致远互联,991,广电网络,2467,cooperate,1
杭萧钢构,1271,中国建筑,2185,cooperate,1
奇安信,2360,超图软件,2445,cooperate,1
英威腾,2905,和而泰,1859,cooperate,1
恒辉安防,2,彤程新材,966,cooperate,1
利亚德,1678,蓝色光标,2731,cooperate,1
科士达,3505,润建股份,2356,cooperate,1
建发股份,20,美凯龙,252,cooperate,1
锋尚文化,1563,中国建筑,2185,cooperate,1
仁东控股,1605,兴业银行,1866,dispute,0
江苏阳光,1299,阳光股份,1136,dispute,0
广电运通,2508,启迪桑德,3950,dispute,0
长航凤凰,1644,民生银行,560,dispute,0
万达信息,568,中国人寿,3498,dispute,0
万达信息,568,国泰君安,3285,dispute,0
安彩高科,3206,福斯特,1559,dispute,0
ST天业,2004,招商证券,630,dispute,0
光大银行,649,兴业银行,1866,dispute,0
申万宏源,3330,宏源证券,559,dispute,0
申万宏源,3330,中信国安,2763,dispute,0
申万宏源,3330,西部证券,3524,dispute,0
山东黄金,3010,中国银行,561,dispute,0
中信证券,3564,陆家嘴,700,dispute,0
中信证券,3564,中通客车,724,dispute,0
中信证券,3564,宁波银行,3804,dispute,0
中信证券,3564,中国石化,2840,dispute,0
中信证券,3564,容百科技,2579,dispute,0
招商证券,630,中信证券,3564,dispute,0
*ST印纪,1923,民生银行,560,dispute,0
*ST印纪,1923,兴业银行,1866,dispute,0
任子行,2519,建设银行,3014,dispute,0
南京银行,606,西部证券,3524,dispute,0
北京银行,1865,中信国安,2763,dispute,0
北京银行,1865,*ST康得,1101,dispute,0
京东方,1784,东方园林,1084,dispute,0
中国平安,3348,中国银行,561,dispute,0
中国平安,3348,华夏幸福,2798,dispute,0
光大证券,3030,招商银行,3568,dispute,0
光大证券,3030,暴风集团,2558,dispute,0
光大证券,3030,思瑞浦,53,dispute,0
博瑞医药,2917,物产中大,3624,dispute,0
片仔癀,495,银之杰,3622,dispute,0
分众传媒,1431,光线传媒,466,dispute,0
杭州银行,3730,阳光城,2668,dispute,0
贵州茅台,272,山西汾酒,2458,dispute,0
永辉超市,2402,中百集团,2741,dispute,0
高澜股份,599,招商证券,630,dispute,0
大港股份,795,海通证券,2656,dispute,0
宁德时代,743,赣锋锂业,3216,dispute,0
宁德时代,743,东方精工,2289,dispute,0
新希望,2177,天邦股份,347,dispute,0
中信建投,2020,新光光电,3262,dispute,0
兴业银行,1866,红墙股份,2713,dispute,0
京能电力,1219,昊华能源,358,dispute,0
*ST德豪,2838,*ST德豪,2838,dispute,0
招商银行,3568,光大证券,3030,dispute,0
招商银行,3568,华夏幸福,2798,dispute,0
东兴证券,3540,东方财富,2176,dispute,0
拉夏贝尔,2160,海通证券,2656,dispute,0
金盾股份,2226,中国银河,1754,dispute,0
神州信息,992,鼎捷软件,3826,dispute,0
中金公司,3854,交控科技,1020,dispute,0
南京新百,1077,宏图高科,2531,dispute,0
暴风集团,2558,光大证券,3030,dispute,0
海康威视,2502,工商银行,1134,dispute,0
人民网,1283,永辉超市,2402,dispute,0
中国人保,537,中国银行,561,dispute,0
智光电气,3178,金刚玻璃,1773,dispute,0
工商银行,1134,张家界,2781,dispute,0
*ST康得,1101,北京银行,1865,dispute,0
*ST康得,1101,国信证券,1345,dispute,0
*ST康得,1101,獐子岛,3025,dispute,0
*ST康得,1101,邮储银行,2784,dispute,0
*ST康得,1101,上海银行,2391,dispute,0
*ST康得,1101,张家港行,586,dispute,0
西南证券,820,未名医药,3956,dispute,0
西南证券,820,ST新光,1162,dispute,0
万科A,3645,招商证券,630,dispute,0
海通证券,2656,光电股份,3083,dispute,0
海通证券,2656,中国银行,561,dispute,0
庄园牧场,2031,*ST康得,1101,dispute,0
创新医疗,506,光大银行,649,dispute,0
中信银行,1400,宏图高科,2531,dispute,0
骅威文化,669,供销大集,2585,dispute,0
韵达股份,2269,中国银行,561,dispute,0
浦发银行,2525,科远智慧,3176,dispute,0
浦发银行,2525,中国银行,561,dispute,0
浦发银行,2525,立思辰,3570,dispute,0
吉峰科技,435,中银证券,1249,dispute,0
申能股份,3080,现代投资,1681,dispute,0
格力电器,906,美的集团,2444,dispute,0
交控科技,1020,中金公司,3854,dispute,0
新城控股,2777,博信股份,856,dispute,0
中国银河,1754,天准科技,2659,dispute,0
新华联,699,华联控股,3576,dispute,0
新华联,699,华夏银行,3426,dispute,0
ST厦华,2475,太平洋证券,3137,dispute,0
当代东方,3199,太平洋证券,3137,dispute,0
中国银行,561,海通证券,2656,dispute,0
中国银行,561,中信国安,2763,dispute,0
福田汽车,1391,东方精工,2289,dispute,0
福田汽车,1391,华夏银行,3426,dispute,0
中文传媒,1886,瑞和股份,1344,dispute,0
*ST鹏起,602,太平洋证券,3137,dispute,0
*ST鹏起,602,方正证券,616,dispute,0
长城证券,3858,美盛文化,2959,dispute,0
*ST长生,3160,交通银行,2665,dispute,0
*ST长生,3160,长春高新,1078,dispute,0
闻泰科技,3886,东山精密,2735,dispute,0
退市海润,384,光大银行,649,dispute,0
道恩股份,1766,海尔智家,2822,dispute,0
中国石油,781,中国石化,2840,dispute,0
坚瑞沃能,1706,北京银行,1865,dispute,0
派生科技,3916,宇环数控,447,dispute,0
派生科技,3916,西南证券,820,dispute,0
温氏股份,3413,德生科技,2941,dispute,0
中信国安,2763,白银有色,102,dispute,0
中信国安,2763,交通银行,2665,dispute,0
中信国安,2763,北京银行,1865,dispute,0
中信国安,2763,京东方,1784,dispute,0
东方通,1608,东方通信,1541,dispute,0
红塔证券,865,游族网络,3470,dispute,0
东华科技,1742,中国武夷,2865,dispute,0
通化金马,534,东吴证券,721,dispute,0
康盛股份,1966,光大证券,3030,dispute,0
康盛股份,1966,国海证券,1141,dispute,0
中国长城,1749,长城汽车,1220,dispute,0
新亚制程,1320,第一创业,426,dispute,0
多喜爱,2390,第一创业,426,dispute,0
山西证券,1133,乐视网,2678,dispute,0
华谊嘉信,3844,中泰证券,1717,dispute,0
*ST皇台,186,英飞特,1452,dispute,0
金融街,1289,粤电力A,939,dispute,0
世纪华通,2168,元力股份,562,dispute,0
海南矿业,430,工商银行,1134,dispute,0
科陆电子,2675,美的集团,2444,dispute,0
视源股份,2152,鸿合科技,1256,dispute,0
獐子岛,3025,民生银行,560,dispute,0
方大集团,1090,东方财富,2176,dispute,0
天沃科技,1530,上海电气,3737,dispute,0
雪莱特,2076,华泰证券,746,dispute,0
乐视网,2678,*ST长生,3160,dispute,0
乐视网,2678,国泰君安,3285,dispute,0
乐视网,2678,东方财富,2176,dispute,0
乐视网,2678,山西证券,1133,dispute,0
利通电子,2037,中源家居,653,dispute,0
海思科,3625,万方发展,1785,dispute,0
郑州银行,1192,中国银行,561,dispute,0
恒立实业,2730,华阳集团,864,dispute,0
同花顺,1081,景峰医药,448,dispute,0
顺威股份,2626,华安证券,3629,dispute,0
西部证券,3524,南京银行,606,dispute,0
西部证券,3524,*ST信威,2115,dispute,0
福耀玻璃,2085,中国银行,561,dispute,0
立讯精密,2979,数码科技,1480,dispute,0
立讯精密,2979,招商银行,3568,dispute,0
雅戈尔,2682,宁波银行,3804,dispute,0
民生银行,560,泛海控股,1286,dispute,0
民生银行,560,招商银行,3568,dispute,0
民生银行,560,中国银行,561,dispute,0
赣锋锂业,3216,江特电机,3144,dispute,0
九安医疗,3479,浙商证券,2622,dispute,0
聚灿光电,2110,长方集团,3651,dispute,0
欧菲光,2471,闻泰科技,3886,dispute,0
欧菲光,2471,立讯精密,2979,dispute,0
天风证券,296,吉翔股份,1421,dispute,0
天风证券,296,中源家居,653,dispute,0
邮储银行,2784,福建金森,1223,dispute,0
天山生物,2084,浙商银行,3381,dispute,0
天山生物,2084,长方集团,3651,dispute,0
易事特,2199,宁德时代,743,dispute,0
丰华股份,1825,东方财富,2176,dispute,0
牧原股份,3970,招商证券,630,dispute,0
国芳集团,2599,国泰君安,3285,dispute,0
宁波中百,3022,中国建筑,2185,dispute,0
天际股份,3108,中信建投,2020,dispute,0
奥马电器,1542,国元证券,1139,dispute,0
越秀金控,3250,中信证券,3564,dispute,0
东方财富,2176,泰永长征,2725,dispute,0
东方财富,2176,*ST皇台,186,dispute,0
东方财富,2176,华帝股份,3589,dispute,0
东方财富,2176,天山生物,2084,dispute,0
东方财富,2176,电连技术,2629,dispute,0
东方财富,2176,万里石,2048,dispute,0
腾邦国际,2139,中信银行,1400,dispute,0
腾邦国际,2139,国海证券,1141,dispute,0
天音控股,3172,长城证券,3858,dispute,0
ST金贵,3079,民生银行,560,dispute,0
华安证券,3629,顺威股份,2626,dispute,0
天海防务,1018,招商银行,3568,dispute,0
天海防务,1018,中国船舶,2346,dispute,0
方正证券,616,北京银行,1865,dispute,0
杭州高新,1392,物产中大,3624,dispute,0
高新兴,1257,工商银行,1134,dispute,0
浙商银行,3381,金龙机电,1375,dispute,0
浙商证券,2622,九安医疗,3479,dispute,0
华讯方舟,3884,浦发银行,2525,dispute,0
华讯方舟,3884,江苏银行,2794,dispute,0
南京高科,1481,硕世生物,1211,dispute,0
金财互联,1417,广发证券,3414,dispute,0
广誉远,2641,申万宏源,3330,dispute,0
广誉远,2641,大连圣亚,212,dispute,0
延安必康,2008,兴业证券,1116,dispute,0
商赢环球,2936,太平洋证券,3137,dispute,0
三全食品,3590,东方财富,2176,dispute,0
苏交科,981,中设集团,3404,dispute,0
冀东水泥,3847,海螺水泥,1606,dispute,0
德展健康,388,申万宏源,3330,dispute,0
华自科技,2311,宁德时代,743,dispute,0
江特电机,3144,赣锋锂业,3216,dispute,0
中远海发,879,中集集团,2341,dispute,0
共达电声,830,电声股份,3911,dispute,0
包钢股份,178,中国银行,561,dispute,0
天齐锂业,704,兴业银行,1866,dispute,0
天齐锂业,704,中信银行,1400,dispute,0
天齐锂业,704,国金证券,1008,dispute,0
兆新股份,2263,彩虹集团,405,dispute,0
兴业证券,1116,中珠医疗,3870,dispute,0
长沙银行,841,新华联,699,dispute,0
永福股份,2011,宁德时代,743,dispute,0
东风汽车,3116,物产中大,3624,dispute,0
华灿光电,1301,三安光电,1779,dispute,0
中利集团,3230,上海电气,3737,dispute,0
东岳硅材,3554,民生银行,560,dispute,0
东岳硅材,3554,新华联,699,dispute,0
中源家居,653,亿纬锂能,3219,dispute,0
中源家居,653,利通电子,2037,dispute,0
卫宁健康,1650,创业慧康,2425,dispute,0
焦作万方,1338,东兴证券,3540,dispute,0
先惠技术,3039,宁德时代,743,dispute,0
奥士康,465,招商证券,630,dispute,0
亚太药业,159,宁波银行,3804,dispute,0
物产中大,3624,东风汽车,3116,dispute,0
百隆东方,3008,*ST康得,1101,dispute,0
东方精工,2289,福田汽车,1391,dispute,0
东方精工,2289,宁德时代,743,dispute,0
宜华健康,600,兴业银行,1866,dispute,0
嘉寓股份,2237,东方证券,3543,dispute,0
祥源文化,1104,东方财富,2176,dispute,0
祥源文化,1104,太平洋证券,3137,dispute,0
奥海科技,410,同兴达,285,dispute,0
国联水产,642,邮储银行,2784,dispute,0
思维列控,2164,远望谷,916,dispute,0
贵州百灵,3909,长江证券,3113,dispute,0
西水股份,3487,中泰证券,1717,dispute,0
天泽信息,3700,民生银行,560,dispute,0
东方证券,3543,弘高创意,3939,dispute,0
东方证券,3543,广发证券,3414,dispute,0
财通证券,1147,海通证券,2656,dispute,0
恒泰艾普,2233,浙商银行,3381,dispute,0
豫园股份,2634,舍得酒业,3621,dispute,0
聚石化学,446,工商银行,1134,dispute,0
东鹏控股,2323,聚石化学,446,dispute,0
*ST刚泰,2988,国信证券,1345,dispute,0
鸿达兴业,1323,兴业股份,1177,dispute,0
豫金刚石,1402,郑州银行,1192,dispute,0
广州发展,1493,中国银行,561,dispute,0
长方集团,3651,天山生物,2084,dispute,0
长方集团,3651,中信银行,1400,dispute,0
三安光电,1779,华灿光电,1301,dispute,0
西藏珠峰,1322,宋都股份,2835,dispute,0
华依科技,1503,比亚迪,1600,dispute,0
喜临门,11,顾家家居,111,dispute,0
富安娜,248,中信证券,3564,dispute,0
宋都股份,2835,西藏珠峰,1322,dispute,0
盾安环境,49,三花智控,2932,dispute,0
盾安环境,49,格力电器,906,dispute,0
盾安环境,49,江南化工,3579,dispute,0
众泰汽车,2283,当升科技,3227,dispute,0
帝科股份,2879,东方日升,753,dispute,0
民生控股,2530,泛海控股,1286,dispute,0
世茂股份,487,民生银行,560,dispute,0
贵绳股份,3452,贵州茅台,272,dispute,0
华映科技,2860,恒通科技,130,dispute,0
哈投股份,1451,欧比特,1572,dispute,0
赛腾股份,1170,华泰证券,746,dispute,0
美格智能,3054,通裕重工,896,dispute,0
平煤股份,2010,中国银行,561,dispute,0
昊海生科,658,爱博医疗,518,dispute,0
汉邦高科,3291,长江证券,3113,dispute,0
中国海防,2468,中国船舶,2346,dispute,0
中天科技,2613,汇鸿集团,2364,dispute,0
海联金汇,2462,财达证券,2146,dispute,0
锦泓集团,2083,招商银行,3568,dispute,0
科远智慧,3176,浦发银行,2525,dispute,0
彩虹集团,405,苏宁易购,2308,dispute,0
游族网络,3470,红塔证券,865,dispute,0
金刚玻璃,1773,西南证券,820,dispute,0
欢瑞世纪,225,方正证券,616,dispute,0
高乐股份,393,海通证券,2656,dispute,0
泛海控股,1286,北京银行,1865,dispute,0
泛海控股,1286,科力远,3946,dispute,0
*ST瑞德,42,光电股份,3083,dispute,0
五方光电,1465,光电股份,3083,dispute,0
北陆药业,2791,渝三峡A,1397,dispute,0
ST中新,1459,工商银行,1134,dispute,0
久之洋,327,中国船舶,2346,dispute,0
实达集团,1230,东方财富,2176,dispute,0
实达集团,1230,东吴证券,721,dispute,0
泸天化,491,天原集团,2349,dispute,0
东旭蓝天,3373,东旭光电,2958,dispute,0
安信信托,2182,中国银行,561,dispute,0
安控科技,2459,宁波银行,3804,dispute,0
宝塔实业,3356,华泰证券,746,dispute,0
太平鸟,2934,宁波中百,3022,dispute,0
群兴玩具,976,光大证券,3030,dispute,0
同洲电子,3255,南京银行,606,dispute,0
农尚环境,2663,民生银行,560,dispute,0
*ST天马,683,方正证券,616,dispute,0
安徽合力,3193,国泰君安,3285,dispute,0
神雾环保,3077,山西证券,1133,dispute,0
凯撒旅游,3719,东吴证券,721,dispute,0
隆鑫通用,2658,渝农商行,2627,dispute,0
粤传媒,882,东方证券,3543,dispute,0
沧州明珠,1673,宁德时代,743,dispute,0
凯撒文化,3105,浙商证券,2622,dispute,0
贵人鸟,453,兴业银行,1866,dispute,0
鹿港文化,2050,东吴证券,721,dispute,0
茶花股份,806,国泰君安,3285,dispute,0
康泰生物,2608,沃森生物,2039,dispute,0
中银证券,1249,中国银行,561,dispute,0
莱美药业,772,中恒集团,2384,dispute,0
北大医药,2709,北京银行,1865,dispute,0
百奥泰,3385,华北制药,3245,dispute,0
岷江水电,1733,保变电气,3208,dispute,0
ST围海,2945,华夏银行,3426,dispute,0
天目药业,960,长城动漫,912,dispute,0
天目药业,960,东北证券,1672,dispute,0
东富龙,472,汉钟精机,1986,dispute,0
中源协和,3769,富瀚微,3859,dispute,0
吉翔股份,1421,天风证券,296,dispute,0
敏芯股份,1267,歌尔股份,738,dispute,0
*ST科林,2832,兴业银行,1866,dispute,0
恒通科技,130,康跃科技,3,dispute,0
华东电脑,2121,中电科,3082,dispute,0
中新赛克,3967,任子行,2519,dispute,0
大恒科技,2392,宁波中百,3022,dispute,0
珈伟新能,3918,国元证券,1139,dispute,0
珈伟新能,3918,中信证券,3564,dispute,0
京蓝科技,2638,浙商银行,3381,dispute,0
大连重工,211,重庆钢铁,1074,dispute,0
*ST天首,3279,金钼股份,2754,dispute,0
春光科技,779,中国平安,3348,dispute,0
迅游科技,1184,浙数文化,290,dispute,0
吉艾科技,525,东方财富,2176,dispute,0
ST云维,612,农业银行,2914,dispute,0
优德精密,2036,怡球资源,3519,dispute,0
中视传媒,138,广电网络,2467,dispute,0
亚星化学,3455,浦发银行,2525,dispute,0
达威股份,90,民生银行,560,dispute,0
海航科技,632,中国银行,561,dispute,0
恒康医疗,3161,中信证券,3564,dispute,0
三五互联,367,财达证券,2146,dispute,0
理邦仪器,1906,万孚生物,1821,dispute,0
春兰股份,397,长虹华意,1745,dispute,0
北方稀土,454,包钢股份,178,dispute,0
东方证券,3543,麦趣尔,3903,dispute,0
东兴证券,3540,泽达易盛,2949,dispute,0
建投能源,2192,中国银行,561,dispute,0
科森科技,3006,歌尔股份,738,dispute,0
华工科技,2564,中国银行,561,dispute,0
众泰汽车,2283,宁德时代,743,dispute,0
澜起科技,2435,聚辰股份,1076,dispute,0
麦趣尔,3903,东方证券,3543,dispute,0
帝欧家居,2167,华西证券,2112,dispute,0
紫光国微,3427,中国银行,561,dispute,0
融捷健康,1253,比亚迪,1600,dispute,0
东风汽车,3116,特力A,922,dispute,0
东北证券,1672,豫金刚石,1402,dispute,0
天成自控,1926,江淮汽车,1607,dispute,0
招商银行,3568,中国银行,561,dispute,0
长盈精密,3780,三环集团,1484,dispute,0
乐视网,2678,西部证券,3524,dispute,0
乐视网,2678,东方证券,3543,dispute,0
乐视网,2678,上汽集团,3666,dispute,0
乐视网,2678,上海银行,2391,dispute,0
万科A,3645,辉丰股份,1506,dispute,0
万科A,3645,国元证券,1139,dispute,0
金杯电工,2122,北京银行,1865,dispute,0
中材科技,2354,金风科技,1222,dispute,0
迈瑞医疗,2734,美年健康,1910,dispute,0
国投资本,3370,金盾股份,2226,dispute,0
兴业证券,1116,乐视网,2678,dispute,0
华泰证券,746,乐视网,2678,dispute,0
东方证券,3543,乐视网,2678,dispute,0
世纪华通,2168,金盾股份,2226,dispute,0
国投电力,1449,南风股份,383,dispute,0
民生银行,560,东方集团,291,dispute,0
华能国际,1326,中信证券,3564,dispute,0
神开股份,3197,海通证券,2656,dispute,0
杭州银行,3730,江南化工,3579,dispute,0
江南化工,3579,杭州银行,3730,dispute,0
长春高新,1078,亚泰集团,3475,dispute,0
恒逸石化,2952,荣盛石化,651,dispute,0
交通银行,2665,中国银行,561,dispute,0
兆易创新,463,汇顶科技,785,dispute,0
模塑科技,542,江苏银行,2794,dispute,0
江苏吴中,3252,江苏银行,2794,dispute,0
华发股份,2051,交通银行,2665,dispute,0
金风科技,1222,中材科技,2354,dispute,0
小天鹅A,2695,美的集团,2444,dispute,0
莎普爱思,572,京东方,1784,dispute,0
天神娱乐,657,世纪华通,2168,dispute,0
韵达股份,2269,中信证券,3564,dispute,0
三特索道,3011,天风证券,296,dispute,0
易事特,2199,药明康德,2150,dispute,0
蔚蓝生物,2721,新希望,2177,dispute,0
盛运环保,2935,兴业证券,1116,dispute,0
祥源文化,1104,中信银行,1400,dispute,0
中国电信,217,中兴通讯,2082,dispute,0
国际医学,677,东风股份,2916,dispute,0
数码科技,1480,招商银行,3568,dispute,0
黄河旋风,3499,*ST毅达,3917,dispute,0
捷捷微电,3559,建设银行,3014,dispute,0
新劲刚,527,南风股份,383,dispute,0
比亚迪,1600,长城汽车,1220,dispute,0
中炬高新,2056,浦发银行,2525,dispute,0
沪电股份,829,胜宏科技,511,dispute,0
长城汽车,1220,比亚迪,1600,dispute,0
鸿博股份,316,财通证券,1147,dispute,0
阳光城,2668,龙净环保,626,dispute,0
中国银行,561,民生银行,560,dispute,0
中国银行,561,泰禾集团,798,dispute,0
特发信息,2899,西陇科学,2776,dispute,0
歌尔股份,738,立讯精密,2979,dispute,0
莱美药业,772,国海证券,1141,dispute,0
中金岭南,582,中国银行,561,dispute,0
新湖中宝,819,中国银行,561,dispute,0
广发证券,3414,美尚生态,201,dispute,0
泽达易盛,2949,东兴证券,3540,dispute,0
泰永长征,2725,长园集团,2427,dispute,0
美邦服饰,1158,雅戈尔,2682,dispute,0
新希望,2177,广发证券,3414,dispute,0
乐鑫科技,1353,博通集成,3334,dispute,0
彩讯股份,3513,东方财富,2176,dispute,0
博通集成,3334,乐鑫科技,1353,dispute,0
二三四五,1478,浙富控股,1165,invest,1
东风汽车,3116,小康股份,469,invest,1
浙江龙盛,2272,卧龙地产,3566,invest,1
四川长虹,2270,江苏阳光,1299,invest,1
广电计量,2248,广电运通,2508,invest,1
宁德时代,743,上汽集团,3666,invest,1
首都在线,3170,二六三,514,invest,1
辰安科技,1902,中国电信,217,invest,1
号百控股,2348,中国电信,217,invest,1
龙净环保,626,紫金矿业,10,invest,1
山东高速,2074,千方科技,1178,invest,1
